track|artist|album|year
Lover Come Back To MeWritten-By – Hammerstein*, Romberg*|Dizzy Gillespie, Stan Getz, Sonny Stitt|For Musicians Only - The Complete Sessions: Live & Studio|2019
Dark Eyes (Alternate Take)Written-By – Traditional|Dizzy Gillespie, Stan Getz, Sonny Stitt|For Musicians Only - The Complete Sessions: Live & Studio|2019
So WhatComposed By – M. Davis*|Miles Davis Featuring Sonny Stitt|Live in Paris 1960|2020
If I Were A BellComposed By – F. Loesser*|Miles Davis Featuring Sonny Stitt|Live in Paris 1960|2020
Autumn LeavesComposed By – J. Prévert*, J. Kosma*|Miles Davis Featuring Sonny Stitt|Live in Paris 1960|2020
Walkin'Composed By – R. Carpenter*|Miles Davis Featuring Sonny Stitt|Live in Paris 1960|2020
FourComposed By – M. Davis*|Miles Davis Featuring Sonny Stitt|Live in Paris 1960|2020
No BluesComposed By – M. Davis*|Miles Davis Featuring Sonny Stitt|Live in Paris 1960|2020
All Of YouComposed By – C. Porter*|Miles Davis Featuring Sonny Stitt|Live in Paris 1960|2020
Round About MidnightComposed By – B. Hanighen*, C. Williams*, T. Monk*|Miles Davis Featuring Sonny Stitt|Live in Paris 1960|2020
Two Bass HitComposed By – D. Gillespie*, J. Lewis*|Miles Davis Featuring Sonny Stitt|Live in Paris 1960|2020
Sweet Georgia Brown|Oscar Peterson, Stan Getz, Dizzy Gillespie, Sonny Stitt, Roy Eldridge, Coleman Hawkins, Ray Brown, Gus Johnson, Herb Ellis|More Music From Les Tricheurs|Unknown
Les Tricheurs|Oscar Peterson, Stan Getz, Dizzy Gillespie, Sonny Stitt, Roy Eldridge, Coleman Hawkins, Ray Brown, Gus Johnson, Herb Ellis|More Music From Les Tricheurs|Unknown
Mic's Jump|Oscar Peterson, Stan Getz, Dizzy Gillespie, Sonny Stitt, Roy Eldridge, Coleman Hawkins, Ray Brown, Gus Johnson, Herb Ellis|More Music From Les Tricheurs|Unknown
Get Happy|Oscar Peterson, Stan Getz, Dizzy Gillespie, Sonny Stitt, Roy Eldridge, Coleman Hawkins, Ray Brown, Gus Johnson, Herb Ellis|More Music From Les Tricheurs|Unknown
On The Alamo|Oscar Peterson, Stan Getz, Dizzy Gillespie, Sonny Stitt, Roy Eldridge, Coleman Hawkins, Ray Brown, Gus Johnson, Herb Ellis|More Music From Les Tricheurs|Unknown
Woofin' And Tweetin'|The Gene Ammons All Stars* / Gene Ammons Battles Sonny Stitt|Woofin' & Tweetin'|Unknown
Juggernaut|The Gene Ammons All Stars* / Gene Ammons Battles Sonny Stitt|Woofin' & Tweetin'|Unknown
Blues Up And Down (Take 3)|The Gene Ammons All Stars* / Gene Ammons Battles Sonny Stitt|Woofin' & Tweetin'|Unknown
Blues Up And Down (Take 1)|The Gene Ammons All Stars* / Gene Ammons Battles Sonny Stitt|Woofin' & Tweetin'|Unknown
Blues Up And Down (Take 2)|The Gene Ammons All Stars* / Gene Ammons Battles Sonny Stitt|Woofin' & Tweetin'|Unknown
You Can Depend On Me (Take 1)|The Gene Ammons All Stars* / Gene Ammons Battles Sonny Stitt|Woofin' & Tweetin'|Unknown
You Can Depend On Me (Take 2)|The Gene Ammons All Stars* / Gene Ammons Battles Sonny Stitt|Woofin' & Tweetin'|Unknown
Stringin' The Jug|The Gene Ammons All Stars* / Gene Ammons Battles Sonny Stitt|Woofin' & Tweetin'|Unknown
New Blues Up And Down|The Gene Ammons All Stars* / Gene Ammons Battles Sonny Stitt|Woofin' & Tweetin'|Unknown
Close To You|Sonny Stitt|The Genius Of Sonny Stitt Gets Close To You|Unknown
Sunny|Sonny Stitt|The Genius Of Sonny Stitt Gets Close To You|Unknown
Secret Love|Sonny Stitt|The Genius Of Sonny Stitt Gets Close To You|Unknown
Rae Rae|Sonny Stitt|The Genius Of Sonny Stitt Gets Close To You|Unknown
Ain't No Sunshine|Sonny Stitt|The Genius Of Sonny Stitt Gets Close To You|Unknown
Didn't We|Sonny Stitt|The Genius Of Sonny Stitt Gets Close To You|Unknown
On A Clear Day|Sonny Stitt|The Genius Of Sonny Stitt Gets Close To You|Unknown
Now's The Time (Group)|Sonny Stitt, Dizzy Gillespie, Stan Getz|The Titans|Unknown
Autumn In New York (Stitt)|Sonny Stitt, Dizzy Gillespie, Stan Getz|The Titans|Unknown
Wee (Group)|Sonny Stitt, Dizzy Gillespie, Stan Getz|The Titans|Unknown
Round Midnight (Gillespie)|Sonny Stitt, Dizzy Gillespie, Stan Getz|The Titans|Unknown
Dear Old Stockholm (Varme Land) (Getz)|Sonny Stitt, Dizzy Gillespie, Stan Getz|The Titans|Unknown
Sonny's BluesWritten By – Sonny Stitt|Sonny Stitt|Audiophile Jazz Collection|Unknown
Old FolksWritten By – Willard Robison|Sonny Stitt|Audiophile Jazz Collection|Unknown
LaxWritten By – Harry Edison|Sonny Stitt|Audiophile Jazz Collection|Unknown
YesterdaysWritten By – Jerome Kern, Otto Harbach|Sonny Stitt|Audiophile Jazz Collection|Unknown
What's NewWritten By – B Haggert|Sonny Stitt|Audiophile Jazz Collection|Unknown
FourWritten By – Eddie Vincent|Sonny Stitt|Audiophile Jazz Collection|Unknown
We've Only Just Begun|Sonny Stitt|A Brand New Bag|Unknown
Samba De Orpheus|Sonny Stitt|A Brand New Bag|Unknown
Close To You|Sonny Stitt|A Brand New Bag|Unknown
Where Is The Love|Sonny Stitt|A Brand New Bag|Unknown
Ain't No Sunshine|Sonny Stitt|A Brand New Bag|Unknown
Something|Sonny Stitt|A Brand New Bag|Unknown
Hill Where The Lord Hides|Sonny Stitt|A Brand New Bag|Unknown
All God's Children (Got Rhythm)|Sonny Stitt Quartet, Sonny Stitt|All God's Children (Got Rhythm) / Sunset|1949
Sunset|Sonny Stitt Quartet, Sonny Stitt|All God's Children (Got Rhythm) / Sunset|1949
Blues Up And Down|Gene Ammons & Sonny Stitt|Blues Up And Down / You Can Depend On Me|1950
You Can Depend On Me|Gene Ammons & Sonny Stitt|Blues Up And Down / You Can Depend On Me|1950
Count Every Star|Sonny Stitt|Count Every Star / Nice Work If You Can Get It|1950
Nice Work If You Can Get It|Sonny Stitt|Count Every Star / Nice Work If You Can Get It|1950
Stringin' The Jug (Part One)|Gene Ammons vs. Sonny Stitt|Stringin' The Jug|1951
Stringin' The Jug (Part Two)|Gene Ammons vs. Sonny Stitt|Stringin' The Jug|1951
Blues Up And Down|Gene Ammons, Sonny Stitt|Sonny Stitt vs Gene Ammons|1951
You Can Depend On Me|Gene Ammons, Sonny Stitt|Sonny Stitt vs Gene Ammons|1951
Stringin' The Jug (Part 1)|Gene Ammons, Sonny Stitt|Sonny Stitt vs Gene Ammons|1951
Stringin' The Jug (Part 2)|Gene Ammons, Sonny Stitt|Sonny Stitt vs Gene Ammons|1951
Imagination|Sonny Stitt|Imagination / Cherokee|1951
CherokeeWritten-By – Noble*|Sonny Stitt|Imagination / Cherokee|1951
Mean To Me|Sonny Stitt|Mean To Me / Down With It|1951
Down With It|Sonny Stitt|Mean To Me / Down With It|1951
Down With ItWritten-By – Stitt*|Sonny Stitt And His Quartet* / Sonny Stitt|Down With It / Mean To Me|1951
Mean To MeSaxophone [Tenor Sax Solo] – Sonny Stitt|Sonny Stitt And His Quartet* / Sonny Stitt|Down With It / Mean To Me|1951
Stitt's It|Sonny Stitt And His Band* / Sonny Stitt|Stitt's It / Confessin' (That I Love You)|1952
Confessin' (That I Love You)|Sonny Stitt And His Band* / Sonny Stitt|Stitt's It / Confessin' (That I Love You)|1952
Sonny Sounds|Sonny Stitt Band / Sonny Stitt|Sonny Sounds / Stairway To The Stars|1952
Stairway To The Stars|Sonny Stitt Band / Sonny Stitt|Sonny Sounds / Stairway To The Stars|1952
Strike Up The Band|Sonny Stitt And Bud Powell Quartet|Strike Up The Band / I Want To Be Happy|1952
I Want To Be Happy|Sonny Stitt And Bud Powell Quartet|Strike Up The Band / I Want To Be Happy|1952
Sweet And Lovely|Sonny Stitt|Sweet And Lovely / Hooke's Tours|1953
Hooke's Tours|Sonny Stitt|Sweet And Lovely / Hooke's Tours|1953
New Blues Up And Down (Pt. 1)|Gene Ammons vs. Sonny Stitt|New Blues Up And Down|1954
New Blues Up And Down (Pt. 2)|Gene Ammons vs. Sonny Stitt|New Blues Up And Down|1954
S.O.S.Written-By – Eddie Davis*, Sonny Stitt|Eddie Davis* - Sonny Stitt|The Battle Of Birdland |1955
I Can't Get StartedWritten-By – Ira Gershwin, Vernon Duke|Eddie Davis* - Sonny Stitt|The Battle Of Birdland |1955
Afternoon In Paris|J. J. Johnson* - Sonny Stitt|Afternoon In Paris|1957
Teapot|J. J. Johnson* - Sonny Stitt|Afternoon In Paris|1957
Blue Mode|J. J. Johnson* - Sonny Stitt|Afternoon In Paris|1957
Elora|J. J. Johnson* - Sonny Stitt|Afternoon In Paris|1957
Bud's Blues|Bud Powell Quartet With Sonny Stitt|Bud's Blues|1957
Fine And Dandy|Bud Powell Quartet With Sonny Stitt|Bud's Blues|1957
Sonny Side|Bud Powell Quartet With Sonny Stitt|Bud's Blues|1957
Sunset|Bud Powell Quartet With Sonny Stitt|Bud's Blues|1957
Mean To Me|Sonny Stitt|Stitt's Bits|1958
Nice Work If You Can Get It|Sonny Stitt|Stitt's Bits|1958
Blazin'|Sonny Stitt|Stitt's Bits|1958
Jeepers Creepers|Sonny Stitt|Stitt's Bits|1958
Two For Timbucktu|Sonny Stitt|Sonny Stitt Plays Jimmy Giuffre Arrangements|1959
Sonny Boy|Sonny Stitt|Sonny Stitt Plays Jimmy Giuffre Arrangements|1959
Singin' In The Rain|Sonny Stitt|Sonny Stitt Plays Jimmy Giuffre Arrangements|1959
Giuff|Sonny Stitt|Sonny Stitt Plays Jimmy Giuffre Arrangements|1959
Serenade To A Square|Sonny Stitt, Bud Powell|Seven Up|1959
Good Kick|Sonny Stitt, Bud Powell|Seven Up|1959
Seven Up|Sonny Stitt, Bud Powell|Seven Up|1959
Blues In Be Bop|Sonny Stitt, Bud Powell|Seven Up|1959
Scrapple From The Apple|Sonny Stitt With Oscar Peterson|Sonny Stitt Meets Oscar Peterson|1959
Au Privave|Sonny Stitt With Oscar Peterson|Sonny Stitt Meets Oscar Peterson|1959
Stormy Thursday|Sonny Stitt|Stormy Thursday / Spinning|1960
Spinning|Sonny Stitt|Stormy Thursday / Spinning|1960
But Not For Me|Sonny Stitt|But Not For Me / Blue Moon|1961
Blue Moon|Sonny Stitt|But Not For Me / Blue Moon|1961
It All Depends On You - Part 1Lyrics By – DeSylva*, Brown*Music By – Henderson*|Sonny Stitt|It All Depends On You|1961
It All Depends On You - Part 2Lyrics By – DeSylva*, Brown*Music By – Henderson*|Sonny Stitt|It All Depends On You|1961
'Nother Fu'ther (Pt. 1)|Sonny Stitt|'Nother Fu'ther|1962
'Nother Fu'ther (Pt. 2)|Sonny Stitt|'Nother Fu'ther|1962
Thirty-Three Ninety-Six (Pt. 1)|Sonny Stitt With Brother Jack McDuff|Thirty-Three Ninety-Six Part 1 / Part 2|1962
Thirty-Three Ninety-Six (Pt. 2)|Sonny Stitt With Brother Jack McDuff|Thirty-Three Ninety-Six Part 1 / Part 2|1962
Pam Ain't Blue|Sonny Stitt|Pam Ain't Blue / Ringin' In|1962
Ringin' In|Sonny Stitt|Pam Ain't Blue / Ringin' In|1962
Rearin' Back - Pt. 1|Sonny Stitt|Rearin' Back|1963
Rearin' Back - Pt. 2|Sonny Stitt|Rearin' Back|1963
Summer Special|Sonny Stitt|Summer Special|1963
My Mother's Eyes|Sonny Stitt|Summer Special|1963
Salt And Pepper - Part 1|Sonny Stitt And Paul Gonsalves|Salt And Pepper|1963
Salt And Pepper - Part 2|Sonny Stitt And Paul Gonsalves|Salt And Pepper|1963
Theme From Lord Of The Flies|Sonny Stitt And Paul Gonsalves|Salt And Pepper|1963
S'Posin'|Sonny Stitt And Paul Gonsalves|Salt And Pepper|1963
It All Depends On You|Sonny Stitt|At The D.J. Lounge|1963
Jay Tee|Sonny Stitt|At The D.J. Lounge|1963
Soul Shack|Sonny Stitt|Soul Shack|1964
Shangri-La|Sonny Stitt|Soul Shack|1964
Salt And Pepper (Part 1)|Sonny Stitt And Paul Gonsalves|Salt And Pepper|1964
Salt And Pepper (Part 2)|Sonny Stitt And Paul Gonsalves|Salt And Pepper|1964
"""C"" Jam Blues (Pt. 1)"|Sonny Stitt & Booker Ervin|"""C"" Jam Blues"|1964
"""C"" Jam Blues (Pt. 2)"|Sonny Stitt & Booker Ervin|"""C"" Jam Blues"|1964
MistyWritten-By – Garner*|Sonny Stitt|Misty / My New Baby|1964
My New BabyWritten-By – Stitt*|Sonny Stitt|Misty / My New Baby|1964
The Double-O-Soul Of (Part One)|Sonny Stitt|The Double-O-Soul Of|1965
The Double-O-Soul Of (Part Two)|Sonny Stitt|The Double-O-Soul Of|1965
Who Can I Turn To?|Sonny Stitt|Who Can I Turn To?|1965
Star Eyes|Sonny Stitt|Who Can I Turn To?|1965
Flame And Frost|Sonny Stitt & Bennie Green|Flame And Frost / My Main Man|1965
My Main Man|Sonny Stitt & Bennie Green|Flame And Frost / My Main Man|1965
Morgan's Song|Sonny Stitt|Morgan's Song / What's New|1966
What's New|Sonny Stitt|Morgan's Song / What's New|1966
Night Crawler|Sonny Stitt|Night Crawler|1966
Answering Service|Sonny Stitt|Night Crawler|1966
I Keep Comin Back (For More)|Sonny Stitt|I Keep Comin Back (For More)|1966
Manhattan Fever|Sonny Stitt|I Keep Comin Back (For More)|1966
Stardust (Part I)|Sonny Stitt|Stardust|1966
Stardust (Part II)|Sonny Stitt|Stardust|1966
Blue Lights|Sonny Stitt|Blue Lights|1966
Up And Over|Sonny Stitt|Blue Lights|1966
Deuces Wild|Sonny Stitt|Deuces Wild|1967
In The Bag|Sonny Stitt|Deuces Wild|1967
Little Green Apples|Sonny Stitt|Little Green Apples / Beale Street Blues|1968
Beale Street Blues|Sonny Stitt|Little Green Apples / Beale Street Blues|1968
Candy|Sonny Stitt|Candy / Lover Man|1968
Lover Man|Sonny Stitt|Candy / Lover Man|1968
Little Green ApplesWritten-By – B. Russell*|Sonny Stitt|Little Green Apples / Beale Street Blues|1968
Beale Street BluesWritten-By – W. C. Handy|Sonny Stitt|Little Green Apples / Beale Street Blues|1968
Gimme Gimme Good Lovin'|Sonny Stitt|Gimme Gimme Good Lovin' / Mendocino|1969
Mendocino|Sonny Stitt|Gimme Gimme Good Lovin' / Mendocino|1969
Private Number|Sonny Stitt|Private Number|1969
Heads Or Tails|Sonny Stitt|Private Number|1969
Blue Monsoon Written-By – Esmond Edwards|Sonny Stitt|Blue Monsoon / Mr. Bojangles|1974
Mr. BojanglesWritten-By – J.J. Walker*|Sonny Stitt|Blue Monsoon / Mr. Bojangles|1974
SatanWritten-By – Jon Lucien|Sonny Stitt|Satan / Will You Love Me Tomorrow|1974
Will You Love Me TomorrowWritten-By – Gerry Goffin-Carole King*|Sonny Stitt|Satan / Will You Love Me Tomorrow|1974
Theme From The Godfather II|Sonny Stitt|Theme From The Godfather II|1975
Ocho Rios|Sonny Stitt|Theme From The Godfather II|1975
"Tema del Padrino 2 ""Parte 1"""|Sonny Stitt|Tema del Padrino 2 Parte 1- Parte 2|1975
"Tema de. Padrino 2 ""Parte 2"""|Sonny Stitt|Tema del Padrino 2 Parte 1- Parte 2|1975
In A Sentimental Mood|Sonny Stitt|"In A Sentimental Mood / Take The ""A"" Train"|1977
"Take The ""A"" Train"|Sonny Stitt|"In A Sentimental Mood / Take The ""A"" Train"|1977
Groovin' High (Alternate Take)|Art Pepper, Sonny Stitt, Lee Konitz|Atlas Jazz Blindfold Contest|1983
Whims Of Chambers (Alternate Take)|Art Pepper, Sonny Stitt, Lee Konitz|Atlas Jazz Blindfold Contest|1983
Forecast: Sonny & Red|Sonny Stitt With Red Holloway|Forecast: Sonny & Red|1983
The Way You Look Tonight|Sonny Stitt With Red Holloway|Forecast: Sonny & Red|1983
Biscuit Mix|Sonny Stitt + 4*|Sonny Stitt Plus Four|Unknown
Afterwards|Sonny Stitt + 4*|Sonny Stitt Plus Four|Unknown
The Nearness Of You|Sonny Stitt + 4*|Sonny Stitt Plus Four|Unknown
Lover Come Back To Me|Stan Getz, Dizzy Gillespie, Sonny Stitt|For Musicians Only|Unknown
We|Stan Getz, Dizzy Gillespie, Sonny Stitt|For Musicians Only|Unknown
I Can't Give You Anything But LoveWritten-By – Fields - McHugh*|Gene Ammons Quartet / Gene Ammons Band* Featuring Gene Ammons, Sonny Stitt|I Can't Give You Anything But Love / Seven Eleven|Unknown
Seven ElevenBaritone Saxophone – Sonny StittTenor Saxophone – Gene AmmonsWritten-By – Carpenter*, Williams*|Gene Ammons Quartet / Gene Ammons Band* Featuring Gene Ammons, Sonny Stitt|I Can't Give You Anything But Love / Seven Eleven|Unknown
Blues For Bobby|Sonny Stitt + 4*|Sonny Stitt Plus Four|Unknown
My Melancholy Baby|Sonny Stitt + 4*|Sonny Stitt Plus Four|Unknown
Sonny's Bonny|Sonny Stitt|Plays Arrangements From The Pen Of Quincy Jones|Unknown
My Funny Valentine|Sonny Stitt|Plays Arrangements From The Pen Of Quincy Jones|Unknown
Love Walked In|Sonny Stitt|Plays Arrangements From The Pen Of Quincy Jones|Unknown
Concerto For Jazz Lovers|Sonny Stitt|Concerto For Jazz Lovers / Just Dust|Unknown
Just Dust|Sonny Stitt|Concerto For Jazz Lovers / Just Dust|Unknown
Stitt's Groove|Sonny Stitt / Hank Marr|Stitt's Groove / Marr's Groove|Unknown
Marr's Groove|Sonny Stitt / Hank Marr|Stitt's Groove / Marr's Groove|Unknown
Sumphin'Composed By – Dizzy Gillespie|Rollins*, Stitt*, Gillespie*|Sumphin' / Con Alma|Unknown
Con AlmaComposed By – Dizzy Gillespie|Rollins*, Stitt*, Gillespie*|Sumphin' / Con Alma|Unknown
Blues For Pres, Sweets, Ben And All The Other Funky Ones|Sonny Stitt, The Oscar Peterson Trio|Sonny Stitt Sits In With The Oscar Peterson Trio|Unknown
Moten Swing|Sonny Stitt, The Oscar Peterson Trio|Sonny Stitt Sits In With The Oscar Peterson Trio|Unknown
Shine On Harvest MoonSaxophone [Alto Solo] – Sonny Stitt|Sonny Stitt|Shine On Harvest Moon / Opus 202|Unknown
Opus 202Saxophone [Tenor Solo], Written-By – Stitt*Written By – Stitt-RichardsWritten-By, Arranged By – Richards*|Sonny Stitt|Shine On Harvest Moon / Opus 202|Unknown
Loose WalkWritten By – (Stitt-Richards)Written-By – Richards*, Stitt*|Sonny Stitt|Loose Walk / Pink Satin|Unknown
Pink SatinWritten By – (Stitt-Richards)Written-By – Richards*, Stitt*|Sonny Stitt|Loose Walk / Pink Satin|Unknown
FunnyWritten By – Prince MeilWritten-By – Bob Merrill, Philip Broughton|Sonny Stitt|Funny / The Very Thought Of You|Unknown
The Very Thought Of YouWritten-By – Ray Noble|Sonny Stitt|Funny / The Very Thought Of You|Unknown
QuinceWritten-By – Q. Jones*|Sonny Stitt|Plays Arrangements From The Pen Of Quincy Jones|Unknown
StardustWritten-By – Carmichael*|Sonny Stitt|Plays Arrangements From The Pen Of Quincy Jones|Unknown
LoverWritten-By – R. Rodgers*|Sonny Stitt|Plays Arrangements From The Pen Of Quincy Jones|Unknown
Nevertheless|Sonny Stitt|Mr Saxophone|Unknown
Jeepers Creepers|Sonny Stitt|Mr Saxophone|Unknown
P.S. I Love You|Sonny Stitt|Mr Saxophone|Unknown
This Can’t Be Love|Sonny Stitt|Mr Saxophone|Unknown
Biscuit Mix|Sonny Stitt|Biscuit Mix / My melancholy Baby|Unknown
My Melancholy baby|Sonny Stitt|Biscuit Mix / My melancholy Baby|Unknown
Why Do I Love YouWritten-By – Hammerstein - Kern*|Sonny Stitt|Why Do I Love You / Symphony Hall Swing|Unknown
Symphony Hall SwingWritten-By – Sonny Stitt|Sonny Stitt|Why Do I Love You / Symphony Hall Swing|Unknown
Imagination|Sonny Stitt|Alto Sax Volume 1|Unknown
Cherokee|Sonny Stitt|Alto Sax Volume 1|Unknown
Liza|Sonny Stitt|Alto Sax Volume 1|Unknown
Can't We Be Friends|Sonny Stitt|Alto Sax Volume 1|Unknown
Red Top|Stitt*|The Sonny Side Of Stitt|Unknown
Day By Day|Stitt*|The Sonny Side Of Stitt|Unknown
I Never Knew|Stitt*|The Sonny Side Of Stitt|Unknown
Don't Worry About Me|Stitt*|The Sonny Side Of Stitt|Unknown
On The Sunny Side Of The Street|Dizzy Gillespie, Sonny Stitt, Sonny Rollins|Sonny Side Up|Unknown
I Know That You Know|Dizzy Gillespie, Sonny Stitt, Sonny Rollins|Sonny Side Up|Unknown
Christmas Song Pt. I|Sonny Stitt|Christmas Song Pt. I / Pt. II|Unknown
Christmas Song Pt. II|Sonny Stitt|Christmas Song Pt. I / Pt. II|Unknown
Happy Faces|Sonny Stitt|Sonny Stitt On Tenor|Unknown
When You're Smiling|Sonny Stitt|Sonny Stitt On Tenor|Unknown
Back In Your Own Backyard|Sonny Stitt|Sonny Stitt On Tenor|Unknown
Sometimes I Feel Like A Motherless Child|Sonny Stitt|Sonny Stitt On Tenor|Unknown
If I Had You|Sonny Stitt|New York Jazz: Sonny Stitt|Unknown
Between The Devil And The Deep Blue Sea|Sonny Stitt|New York Jazz: Sonny Stitt|Unknown
Stars Fell On Alabama|Sonny Stitt|New York Jazz: Sonny Stitt|Unknown
Be Bop Part. 1|Dizzy Gillespie, Stan Getz, Sonny Stitt, John Lewis (2), Herb Ellis, Ray Brown, Stan Levey|For Musicians Only|Unknown
Be Bop Part. 2|Dizzy Gillespie, Stan Getz, Sonny Stitt, John Lewis (2), Herb Ellis, Ray Brown, Stan Levey|For Musicians Only|Unknown
Webb City - Part 1|Sonny Stitt|New Trends Of Jazz, Vol. 9|Unknown
Webb City - Part 2|Sonny Stitt|New Trends Of Jazz, Vol. 9|Unknown
Be Bop In Pastel|Sonny Stitt|New Trends Of Jazz, Vol. 9|Unknown
Ray's Idea|Sonny Stitt|New Trends Of Jazz, Vol. 9|Unknown
Every Tub (Part One)|Sonny Stitt|Every Tub|Unknown
Every Tub (Part Two)|Sonny Stitt|Every Tub|Unknown
Morgan's song|Sonny Stitt|Morgan's Song|Unknown
Rearin' Back-Pt. 1|Sonny Stitt|Rearin' Back- Pt. 1 / Rearin' Back-Pt. 2|Unknown
Rearin' Back-Pt. 2|Sonny Stitt|Rearin' Back- Pt. 1 / Rearin' Back-Pt. 2|Unknown
Serenade To A Square|Sonny Stitt|New Trends Of Jazz - Vol. 10|Unknown
Good Kick|Sonny Stitt|New Trends Of Jazz - Vol. 10|Unknown
Seven Up|Sonny Stitt|New Trends Of Jazz - Vol. 10|Unknown
Blues In Be Bop|Sonny Stitt|New Trends Of Jazz - Vol. 10|Unknown
BlooseyWritten-By – Stitt*|Sonny Stitt With The New Yorkers (4)|Bloosey / I Didn't Know What Time It Was|Unknown
I Didn't Know What Time It WasWritten-By – Rodgers/Hart*|Sonny Stitt With The New Yorkers (4)|Bloosey / I Didn't Know What Time It Was|Unknown
Everything's Cool Part 1|Sonny Stitt|New Trends Of Jazz Vol. 8|Unknown
Everything's Cool Part 2|Sonny Stitt|New Trends Of Jazz Vol. 8|Unknown
Fool's Fancy|Sonny Stitt|New Trends Of Jazz Vol. 8|Unknown
